"County","Positive†","Deaths*","Snapshot"
"Umatilla",181,4,2020-06-16
"Union",240,0,2020-06-16
"Wallowa",4,0,2020-06-16
"Wasco",42,1,2020-06-16
"Washington",928,20,2020-06-16
"Wheeler",0,0,2020-06-16
"Yamhill",94,8,2020-06-16
"Baker",1,0,2020-06-17
"Benton",66,5,2020-06-17
"Clackamas",526,20,2020-06-17
"Clatsop",46,0,2020-06-17
"Columbia",22,0,2020-06-17
"Coos",32,0,2020-06-17
"Crook",9,0,2020-06-17
"Curry",7,0,2020-06-17
"Deschutes",139,0,2020-06-17
"Douglas",29,0,2020-06-17
"Gilliam",0,0,2020-06-17
"Grant",1,0,2020-06-17
"Harney",1,0,2020-06-17
"Hood River",82,0,2020-06-17
"Jackson",85,0,2020-06-17
"Jefferson",69,0,2020-06-17
"Josephine",26,1,2020-06-17
"Klamath",64,0,2020-06-17
"Lake",6,0,2020-06-17
"Lane",90,3,2020-06-17
"Lincoln",226,0,2020-06-17
"Linn",125,9,2020-06-17
"Malheur",38,1,2020-06-17
"Marion",1218,31,2020-06-17
"Morrow",18,0,2020-06-17
"Multnomah",1632,68,2020-06-17
"Polk",128,12,2020-06-17
"Sherman",1,0,2020-06-17
"Tillamook",6,0,2020-06-17
"Umatilla",193,4,2020-06-17
"Union",242,0,2020-06-17
"Wallowa",4,0,2020-06-17
"Wasco",42,1,2020-06-17
"Washington",950,20,2020-06-17
"Wheeler",0,0,2020-06-17
"Yamhill",94,8,2020-06-17
"Baker",1,0,2020-06-20
"Benton",66,5,2020-06-20
"Clackamas",561,22,2020-06-20
"Clatsop",46,0,2020-06-20
"Columbia",26,0,2020-06-20
"Coos",33,0,2020-06-20
"Crook",9,0,2020-06-20
"Curry",7,0,2020-06-20
"Deschutes",142,0,2020-06-20
"Douglas",32,0,2020-06-20
"Gilliam",0,0,2020-06-20
"Grant",1,0,2020-06-20
"Harney",1,0,2020-06-20
"Hood River",87,0,2020-06-20
"Jackson",85,0,2020-06-20
"Jefferson",77,0,2020-06-20
"Josephine",26,1,2020-06-20
"Klamath",80,0,2020-06-20
"Lake",6,0,2020-06-20
"Lane",93,3,2020-06-20
"Lincoln",261,0,2020-06-20
"Linn",127,9,2020-06-20
"Malheur",43,1,2020-06-20
"Marion",1264,34,2020-06-20
"Morrow",27,0,2020-06-20
"Multnomah",1714,68,2020-06-20
"Polk",131,12,2020-06-20
"Sherman",1,0,2020-06-20
"Tillamook",6,0,2020-06-20
"Umatilla",230,4,2020-06-20
"Union",253,0,2020-06-20
"Wallowa",5,0,2020-06-20
"Wasco",42,1,2020-06-20
"Washington",992,20,2020-06-20
"Wheeler",0,0,2020-06-20
"Yamhill",97,8,2020-06-20
"Baker",1,0,2020-06-22
"Benton",69,5,2020-06-22
"Clackamas",607,23,2020-06-22
"Clatsop",46,0,2020-06-22
"Columbia",26,0,2020-06-22
"Coos",36,0,2020-06-22
"Crook",9,0,2020-06-22
"Curry",7,0,2020-06-22
"Deschutes",147,0,2020-06-22
"Douglas",34,0,2020-06-22
"Gilliam",0,0,2020-06-22
"Grant",1,0,2020-06-22
"Harney",1,0,2020-06-22
"Hood River",88,0,2020-06-22
"Jackson",91,0,2020-06-22
"Jefferson",79,0,2020-06-22
"Josephine",26,1,2020-06-22
"Klamath",88,0,2020-06-22
"Lake",6,0,2020-06-22
"Lane",106,3,2020-06-22
"Lincoln",292,1,2020-06-22
"Linn",129,9,2020-06-22
"Malheur",51,1,2020-06-22
"Marion",1348,35,2020-06-22
"Morrow",32,1,2020-06-22
"Multnomah",1849,68,2020-06-22
"Polk",130,12,2020-06-22
"Sherman",1,0,2020-06-22
"Tillamook",6,0,2020-06-22
"Umatilla",279,4,2020-06-22
"Union",263,0,2020-06-22
"Wallowa",8,0,2020-06-22
"Wasco",48,1,2020-06-22
"Washington",1078,20,2020-06-22
"Wheeler",0,0,2020-06-22
"Yamhill",101,8,2020-06-22
"Baker",1,0,2020-06-23
"Benton",68,5,2020-06-23
"Clackamas",632,23,2020-06-23
"Clatsop",46,0,2020-06-23
"Columbia",26,0,2020-06-23
"Coos",37,0,2020-06-23
"Crook",9,0,2020-06-23
"Curry",7,0,2020-06-23
"Deschutes",149,0,2020-06-23
"Douglas",34,0,2020-06-23
"Gilliam",0,0,2020-06-23
"Grant",1,0,2020-06-23
"Harney",1,0,2020-06-23
"Hood River",89,0,2020-06-23
"Jackson",92,0,2020-06-23
"Jefferson",81,0,2020-06-23
"Josephine",26,1,2020-06-23
"Klamath",95,0,2020-06-23
"Lake",6,0,2020-06-23
"Lane",107,3,2020-06-23
"Lincoln",292,1,2020-06-23
"Linn",129,9,2020-06-23
"Malheur",53,1,2020-06-23
"Marion",1365,35,2020-06-23
"Morrow",35,1,2020-06-23
"Multnomah",1893,68,2020-06-23
"Polk",131,12,2020-06-23
"Sherman",1,0,2020-06-23
"Tillamook",7,0,2020-06-23
"Umatilla",298,4,2020-06-23
"Union",282,0,2020-06-23
"Wallowa",8,0,2020-06-23
"Wasco",52,1,2020-06-23
"Washington",1120,20,2020-06-23
"Wheeler",0,0,2020-06-23
"Yamhill",101,8,2020-06-23
"Baker",1,0,2020-06-24
"Benton",70,5,2020-06-24
"Clackamas",640,24,2020-06-24
"Clatsop",47,0,2020-06-24
"Columbia",26,0,2020-06-24
"Coos",37,0,2020-06-24
"Crook",9,0,2020-06-24
"Curry",7,0,2020-06-24
"Deschutes",153,0,2020-06-24
"Douglas",34,0,2020-06-24
"Gilliam",0,0,2020-06-24
"Grant",1,0,2020-06-24
"Harney",1,0,2020-06-24
"Hood River",88,0,2020-06-24
"Jackson",94,0,2020-06-24
"Jefferson",84,0,2020-06-24
"Josephine",26,1,2020-06-24
"Klamath",98,0,2020-06-24
"Lake",6,0,2020-06-24
"Lane",107,3,2020-06-24
"Lincoln",301,2,2020-06-24
"Linn",130,9,2020-06-24
"Malheur",58,1,2020-06-24
"Marion",1378,36,2020-06-24
"Morrow",35,1,2020-06-24
"Multnomah",1938,68,2020-06-24
"Polk",132,12,2020-06-24
"Sherman",1,0,2020-06-24
"Tillamook",7,0,2020-06-24
"Umatilla",333,4,2020-06-24
"Union",287,0,2020-06-24
"Wallowa",8,0,2020-06-24
"Wasco",54,1,2020-06-24
"Washington",1151,20,2020-06-24
"Wheeler",0,0,2020-06-24
"Yamhill",102,8,2020-06-24
"Baker",1,0,2020-06-25
"Benton",76,5,2020-06-25
"Clackamas",648,24,2020-06-25
"Clatsop",48,0,2020-06-25
"Columbia",26,0,2020-06-25
"Coos",39,0,2020-06-25
"Crook",9,0,2020-06-25
"Curry",7,0,2020-06-25
"Deschutes",155,0,2020-06-25
"Douglas",34,0,2020-06-25
"Gilliam",0,0,2020-06-25
"Grant",1,0,2020-06-25
"Harney",1,0,2020-06-25
"Hood River",88,0,2020-06-25
"Jackson",93,0,2020-06-25
"Jefferson",85,0,2020-06-25
"Josephine",26,1,2020-06-25
"Klamath",111,0,2020-06-25
"Lake",9,0,2020-06-25
"Lane",112,3,2020-06-25
"Lincoln",301,2,2020-06-25
"Linn",132,9,2020-06-25
"Malheur",60,1,2020-06-25
"Marion",1382,38,2020-06-25
"Morrow",36,1,2020-06-25
"Multnomah",1967,68,2020-06-25
"Polk",134,12,2020-06-25
"Sherman",1,0,2020-06-25
"Tillamook",7,0,2020-06-25
"Umatilla",341,4,2020-06-25
"Union",297,0,2020-06-25
"Wallowa",8,0,2020-06-25
"Wasco",55,1,2020-06-25
"Washington",1175,20,2020-06-25
"Wheeler",0,0,2020-06-25
"Yamhill",103,8,2020-06-25
"Baker",1,0,2020-06-26
"Benton",80,5,2020-06-26
"Clackamas",665,24,2020-06-26
"Clatsop",48,0,2020-06-26
"Columbia",27,0,2020-06-26
"Coos",39,0,2020-06-26
"Crook",9,0,2020-06-26
"Curry",7,0,2020-06-26
"Deschutes",159,0,2020-06-26
"Douglas",38,0,2020-06-26
"Gilliam",0,0,2020-06-26
"Grant",1,0,2020-06-26
"Harney",1,0,2020-06-26
"Hood River",88,0,2020-06-26
"Jackson",98,0,2020-06-26
"Jefferson",91,0,2020-06-26
"Josephine",28,1,2020-06-26
"Klamath",111,0,2020-06-26
"Lake",12,0,2020-06-26
"Lane",122,3,2020-06-26
"Lincoln",305,2,2020-06-26
"Linn",136,9,2020-06-26
"Malheur",73,1,2020-06-26
"Marion",1400,41,2020-06-26
"Morrow",48,2,2020-06-26
"Multnomah",2028,68,2020-06-26
"Polk",134,12,2020-06-26
"Sherman",1,0,2020-06-26
"Tillamook",7,0,2020-06-26
"Umatilla",363,4,2020-06-26
"Union",309,1,2020-06-26
"Wallowa",8,0,2020-06-26
"Wasco",58,1,2020-06-26
"Washington",1214,20,2020-06-26
"Wheeler",0,0,2020-06-26
"Yamhill",109,8,2020-06-26
"Baker",1,0,2020-06-29
"Benton",82,5,2020-06-29
"Clackamas",716,24,2020-06-29
"Clatsop",49,0,2020-06-29
"Columbia",29,0,2020-06-29
"Coos",40,0,2020-06-29
"Crook",10,0,2020-06-29
"Curry",7,0,2020-06-29
"Deschutes",172,0,2020-06-29
"Douglas",40,0,2020-06-29
"Gilliam",0,0,2020-06-29
"Grant",1,0,2020-06-29
"Harney",1,0,2020-06-29
"Hood River",88,0,2020-06-29
"Jackson",109,0,2020-06-29
"Jefferson",100,0,2020-06-29
"Josephine",32,1,2020-06-29
"Klamath",116,0,2020-06-29
"Lake",15,0,2020-06-29
"Lane",145,3,2020-06-29
"Lincoln",310,2,2020-06-29
"Linn",140,9,2020-06-29
"Malheur",101,1,2020-06-29
"Marion",1489,43,2020-06-29
"Morrow",61,1,2020-06-29
"Multnomah",2167,69,2020-06-29
"Polk",139,12,2020-06-29
"Sherman",1,0,2020-06-29
"Tillamook",9,0,2020-06-29
"Umatilla",482,4,2020-06-29
"Union",327,1,2020-06-29
"Wallowa",8,0,2020-06-29
"Wasco",68,1,2020-06-29
"Washington",1315,20,2020-06-29
"Wheeler",0,0,2020-06-29
"Yamhill",115,8,2020-06-29
"Baker",1,0,2020-06-30
"Benton",82,5,2020-06-30
"Clackamas",733,24,2020-06-30
"Clatsop",48,0,2020-06-30
"Columbia",29,0,2020-06-30
"Coos",41,0,2020-06-30
"Crook",10,0,2020-06-30
"Curry",7,0,2020-06-30
"Deschutes",181,0,2020-06-30
"Douglas",40,0,2020-06-30
"Gilliam",0,0,2020-06-30
"Grant",1,0,2020-06-30
"Harney",1,0,2020-06-30
"Hood River",88,0,2020-06-30
"Jackson",114,0,2020-06-30
"Jefferson",112,0,2020-06-30
"Josephine",33,1,2020-06-30
"Klamath",119,0,2020-06-30
"Lake",17,0,2020-06-30
"Lane",151,3,2020-06-30
"Lincoln",312,2,2020-06-30
"Linn",144,9,2020-06-30
"Malheur",108,1,2020-06-30
"Marion",1514,46,2020-06-30
"Morrow",61,1,2020-06-30
"Multnomah",2202,69,2020-06-30
"Polk",141,12,2020-06-30
"Sherman",1,0,2020-06-30
"Tillamook",9,0,2020-06-30
"Umatilla",492,4,2020-06-30
"Union",337,1,2020-06-30
"Wallowa",8,0,2020-06-30
"Wasco",69,1,2020-06-30
"Washington",1331,20,2020-06-30
"Wheeler",0,0,2020-06-30
"Yamhill",119,8,2020-06-30
"Baker",4,0,2020-07-01
"Benton",84,5,2020-07-01
"Clackamas",751,24,2020-07-01
"Clatsop",49,0,2020-07-01
"Columbia",30,0,2020-07-01
"Coos",41,0,2020-07-01
"Crook",10,0,2020-07-01
"Curry",7,0,2020-07-01
"Deschutes",183,0,2020-07-01
"Douglas",42,0,2020-07-01
"Gilliam",0,0,2020-07-01
"Grant",1,0,2020-07-01
"Harney",1,0,2020-07-01
"Hood River",88,0,2020-07-01
"Jackson",117,0,2020-07-01
"Jefferson",118,0,2020-07-01
"Josephine",33,1,2020-07-01
"Klamath",123,0,2020-07-01
"Lake",19,0,2020-07-01
"Lane",165,3,2020-07-01
"Lincoln",324,2,2020-07-01
"Linn",151,9,2020-07-01
"Malheur",124,1,2020-07-01
"Marion",1539,47,2020-07-01
"Morrow",64,1,2020-07-01
"Multnomah",2239,69,2020-07-01
"Polk",149,12,2020-07-01
"Sherman",1,0,2020-07-01
"Tillamook",11,0,2020-07-01
"Umatilla",533,4,2020-07-01
"Union",342,1,2020-07-01
"Wallowa",10,0,2020-07-01
"Wasco",73,1,2020-07-01
"Washington",1379,20,2020-07-01
"Wheeler",0,0,2020-07-01
"Yamhill",126,8,2020-07-01
"Baker",4,0,2020-07-02
"Benton",83,5,2020-07-02
"Clackamas",773,24,2020-07-02
"Clatsop",49,0,2020-07-02
"Columbia",31,0,2020-07-02
"Coos",41,0,2020-07-02
"Crook",11,0,2020-07-02
"Curry",7,0,2020-07-02
"Deschutes",192,0,2020-07-02
"Douglas",44,0,2020-07-02
"Gilliam",0,0,2020-07-02
"Grant",1,0,2020-07-02
"Harney",1,0,2020-07-02
"Hood River",88,0,2020-07-02
"Jackson",131,0,2020-07-02
"Jefferson",126,0,2020-07-02
"Josephine",41,1,2020-07-02
"Klamath",123,1,2020-07-02
"Lake",19,0,2020-07-02
"Lane",180,3,2020-07-02
"Lincoln",327,2,2020-07-02
"Linn",154,9,2020-07-02
"Malheur",140,1,2020-07-02
"Marion",1564,47,2020-07-02
"Morrow",72,1,2020-07-02
"Multnomah",2301,69,2020-07-02
"Polk",149,12,2020-07-02
"Sherman",1,0,2020-07-02
"Tillamook",12,0,2020-07-02
"Umatilla",620,4,2020-07-02
"Union",347,1,2020-07-02
"Wallowa",10,0,2020-07-02
"Wasco",75,1,2020-07-02
"Washington",1446,20,2020-07-02
"Wheeler",0,0,2020-07-02
"Yamhill",131,8,2020-07-02
"Baker",5,0,2020-07-06
"Benton",95,5,2020-07-06
"Clackamas",861,25,2020-07-06
"Clatsop",54,0,2020-07-06
"Columbia",42,0,2020-07-06
"Coos",42,0,2020-07-06
"Crook",13,0,2020-07-06
"Curry",8,0,2020-07-06
"Deschutes",221,0,2020-07-06
"Douglas",51,0,2020-07-06
"Gilliam",1,0,2020-07-06
"Grant",1,0,2020-07-06
"Harney",1,0,2020-07-06
"Hood River",94,0,2020-07-06
"Jackson",152,0,2020-07-06
"Jefferson",134,0,2020-07-06
"Josephine",56,1,2020-07-06
"Klamath",130,1,2020-07-06
"Lake",21,0,2020-07-06
"Lane",228,3,2020-07-06
"Lincoln",346,4,2020-07-06
"Linn",157,9,2020-07-06
"Malheur",216,1,2020-07-06
"Marion",1661,48,2020-07-06
"Morrow",107,1,2020-07-06
"Multnomah",2529,69,2020-07-06
"Polk",160,12,2020-07-06
"Sherman",3,0,2020-07-06
"Tillamook",15,0,2020-07-06
"Umatilla",772,6,2020-07-06
"Union",356,1,2020-07-06
"Wallowa",10,0,2020-07-06
"Wasco",94,1,2020-07-06
"Washington",1620,20,2020-07-06
"Wheeler",0,0,2020-07-06
"Yamhill",139,8,2020-07-06
"Baker",5,0,2020-07-07
"Benton",97,5,2020-07-07
"Clackamas",877,25,2020-07-07
"Clatsop",54,0,2020-07-07
"Columbia",44,0,2020-07-07
"Coos",46,0,2020-07-07
"Crook",14,0,2020-07-07
"Curry",8,0,2020-07-07
"Deschutes",221,0,2020-07-07
"Douglas",54,0,2020-07-07
"Gilliam",1,0,2020-07-07
"Grant",1,0,2020-07-07
"Harney",1,0,2020-07-07
"Hood River",97,0,2020-07-07
"Jackson",152,0,2020-07-07
"Jefferson",136,0,2020-07-07
"Josephine",59,1,2020-07-07
"Klamath",131,1,2020-07-07
"Lake",22,0,2020-07-07
"Lane",243,3,2020-07-07
"Lincoln",346,4,2020-07-07
"Linn",157,10,2020-07-07
"Malheur",223,1,2020-07-07
"Marion",1683,50,2020-07-07
"Morrow",109,1,2020-07-07
"Multnomah",2580,70,2020-07-07
"Polk",166,12,2020-07-07
"Sherman",3,0,2020-07-07
"Tillamook",15,0,2020-07-07
"Umatilla",792,6,2020-07-07
"Union",361,1,2020-07-07
"Wallowa",11,0,2020-07-07
"Wasco",96,1,2020-07-07
"Washington",1645,20,2020-07-07
"Wheeler",0,0,2020-07-07
"Yamhill",155,9,2020-07-07
"Baker",8,0,2020-07-08
"Benton",98,6,2020-07-08
"Clackamas",894,25,2020-07-08
"Clatsop",55,0,2020-07-08
"Columbia",45,0,2020-07-08
"Coos",48,0,2020-07-08
"Crook",15,0,2020-07-08
"Curry",9,0,2020-07-08
"Deschutes",224,0,2020-07-08
"Douglas",56,0,2020-07-08
"Gilliam",1,0,2020-07-08
"Grant",1,0,2020-07-08
"Harney",2,0,2020-07-08
"Hood River",98,0,2020-07-08
"Jackson",157,0,2020-07-08
"Jefferson",137,0,2020-07-08
"Josephine",61,1,2020-07-08
"Klamath",131,1,2020-07-08
"Lake",22,0,2020-07-08
"Lane",253,3,2020-07-08
"Lincoln",349,4,2020-07-08
"Linn",165,10,2020-07-08
"Malheur",235,1,2020-07-08
"Marion",1697,51,2020-07-08
"Morrow",119,1,2020-07-08
"Multnomah",2608,72,2020-07-08
"Polk",166,12,2020-07-08
"Sherman",3,0,2020-07-08
"Tillamook",15,0,2020-07-08
"Umatilla",834,6,2020-07-08
"Union",363,1,2020-07-08
"Wallowa",11,0,2020-07-08
"Wasco",97,1,2020-07-08
"Washington",1676,20,2020-07-08
"Wheeler",0,0,2020-07-08
"Yamhill",164,9,2020-07-08
"Baker",8,0,2020-07-09
"Benton",99,6,2020-07-09
"Clackamas",914,27,2020-07-09
"Clatsop",55,0,2020-07-09
"Columbia",47,0,2020-07-09
"Coos",52,0,2020-07-09
"Crook",17,1,2020-07-09
"Curry",9,0,2020-07-09
"Deschutes",229,0,2020-07-09
"Douglas",56,0,2020-07-09
"Gilliam",1,0,2020-07-09
"Grant",1,0,2020-07-09
"Harney",2,0,2020-07-09
"Hood River",99,0,2020-07-09
"Jackson",164,0,2020-07-09
"Jefferson",145,0,2020-07-09
"Josephine",54,1,2020-07-09
"Klamath",131,1,2020-07-09
"Lake",24,0,2020-07-09
"Lane",271,3,2020-07-09
"Lincoln",363,4,2020-07-09
"Linn",168,10,2020-07-09
"Malheur",266,1,2020-07-09
"Marion",1743,53,2020-07-09
"Morrow",132,1,2020-07-09
"Multnomah",2694,72,2020-07-09
"Polk",168,12,2020-07-09
"Sherman",3,0,2020-07-09
"Tillamook",15,0,2020-07-09
"Umatilla",886,7,2020-07-09
"Union",367,1,2020-07-09
"Wallowa",12,0,2020-07-09
"Wasco",102,1,2020-07-09
"Washington",1720,20,2020-07-09
"Wheeler",0,0,2020-07-09
"Yamhill",171,9,2020-07-09
"Baker",12,0,2020-07-13
"Benton",115,6,2020-07-13
"Clackamas",1006,28,2020-07-13
"Clatsop",55,0,2020-07-13
"Columbia",54,0,2020-07-13
"Coos",54,0,2020-07-13
"Crook",18,1,2020-07-13
"Curry",9,0,2020-07-13
"Deschutes",268,0,2020-07-13
"Douglas",64,0,2020-07-13
"Gilliam",2,0,2020-07-13
"Grant",1,0,2020-07-13
"Harney",2,0,2020-07-13
"Hood River",106,0,2020-07-13
"Jackson",181,0,2020-07-13
"Jefferson",168,0,2020-07-13
"Josephine",57,1,2020-07-13
"Klamath",138,1,2020-07-13
"Lake",24,0,2020-07-13
"Lane",309,3,2020-07-13
"Lincoln",361,5,2020-07-13
"Linn",182,10,2020-07-13
"Malheur",400,2,2020-07-13
"Marion",1893,54,2020-07-13
"Morrow",154,1,2020-07-13
"Multnomah",2966,72,2020-07-13
"Polk",179,12,2020-07-13
"Sherman",5,0,2020-07-13
"Tillamook",16,0,2020-07-13
"Umatilla",1041,8,2020-07-13
"Union",369,2,2020-07-13
"Wallowa",15,0,2020-07-13
"Wasco",117,1,2020-07-13
"Washington",1892,21,2020-07-13
"Wheeler",0,0,2020-07-13
"Yamhill",205,9,2020-07-13
"Baker",12,0,2020-07-14
"Benton",116,6,2020-07-14
"Clackamas",1027,29,2020-07-14
"Clatsop",56,0,2020-07-14
"Columbia",57,0,2020-07-14
"Coos",55,0,2020-07-14
"Crook",19,1,2020-07-14
"Curry",9,0,2020-07-14
"Deschutes",276,0,2020-07-14
"Douglas",66,0,2020-07-14
"Gilliam",2,0,2020-07-14
"Grant",1,0,2020-07-14
"Harney",2,0,2020-07-14
"Hood River",109,0,2020-07-14
"Jackson",187,0,2020-07-14
"Jefferson",169,0,2020-07-14
"Josephine",64,1,2020-07-14
"Klamath",140,1,2020-07-14
"Lake",24,0,2020-07-14
"Lane",317,3,2020-07-14
"Lincoln",360,7,2020-07-14
"Linn",184,10,2020-07-14
"Malheur",434,3,2020-07-14
"Marion",1939,56,2020-07-14
"Morrow",161,1,2020-07-14
"Multnomah",3038,72,2020-07-14
"Polk",180,12,2020-07-14
"Sherman",5,0,2020-07-14
"Tillamook",19,0,2020-07-14
"Umatilla",1115,8,2020-07-14
"Union",372,2,2020-07-14
"Wallowa",15,0,2020-07-14
"Wasco",119,2,2020-07-14
"Washington",1945,21,2020-07-14
"Wheeler",0,0,2020-07-14
"Yamhill",211,9,2020-07-14
"Baker",13,0,2020-07-15
"Benton",117,6,2020-07-15
"Clackamas",1051,29,2020-07-15
"Clatsop",56,0,2020-07-15
"Columbia",59,0,2020-07-15
"Coos",58,0,2020-07-15
"Crook",20,1,2020-07-15
"Curry",9,0,2020-07-15
"Deschutes",288,1,2020-07-15
"Douglas",70,1,2020-07-15
"Gilliam",2,0,2020-07-15
"Grant",1,0,2020-07-15
"Harney",2,0,2020-07-15
"Hood River",109,0,2020-07-15
"Jackson",196,0,2020-07-15
"Jefferson",171,0,2020-07-15
"Josephine",65,1,2020-07-15
"Klamath",141,1,2020-07-15
"Lake",24,0,2020-07-15
"Lane",324,3,2020-07-15
"Lincoln",362,7,2020-07-15
"Linn",186,10,2020-07-15
"Malheur",449,3,2020-07-15
"Marion",1975,56,2020-07-15
"Morrow",165,1,2020-07-15
"Multnomah",3095,73,2020-07-15
"Polk",184,12,2020-07-15
"Sherman",5,0,2020-07-15
"Tillamook",20,0,2020-07-15
"Umatilla",1141,8,2020-07-15
"Union",376,2,2020-07-15
"Wallowa",15,0,2020-07-15
"Wasco",121,2,2020-07-15
"Washington",1994,21,2020-07-15
"Wheeler",0,0,2020-07-15
"Yamhill",217,9,2020-07-15
"Baker",13,0,2020-07-16
"Benton",122,6,2020-07-16
"Clackamas",1079,29,2020-07-16
"Clatsop",58,0,2020-07-16
"Columbia",59,0,2020-07-16
"Coos",60,0,2020-07-16
"Crook",20,1,2020-07-16
"Curry",9,0,2020-07-16
"Deschutes",316,1,2020-07-16
"Douglas",74,1,2020-07-16
"Gilliam",2,0,2020-07-16
"Grant",1,0,2020-07-16
"Harney",2,0,2020-07-16
"Hood River",114,0,2020-07-16
"Jackson",203,0,2020-07-16
"Jefferson",177,0,2020-07-16
"Josephine",65,1,2020-07-16
"Klamath",144,1,2020-07-16
"Lake",24,0,2020-07-16
"Lane",336,3,2020-07-16
"Lincoln",364,7,2020-07-16
"Linn",190,10,2020-07-16
"Malheur",465,5,2020-07-16
"Marion",2028,56,2020-07-16
"Morrow",173,1,2020-07-16
"Multnomah",3199,73,2020-07-16
"Polk",191,12,2020-07-16
"Sherman",5,0,2020-07-16
"Tillamook",22,0,2020-07-16
"Umatilla",1189,8,2020-07-16
"Union",377,2,2020-07-16
"Wallowa",15,0,2020-07-16
"Wasco",123,2,2020-07-16
"Washington",2070,21,2020-07-16
"Wheeler",0,0,2020-07-16
"Yamhill",220,9,2020-07-16
"Baker",13,0,2020-07-17
"Benton",124,6,2020-07-17
"Clackamas",1097,30,2020-07-17
"Clatsop",59,0,2020-07-17
"Columbia",61,0,2020-07-17
"Coos",64,0,2020-07-17
"Crook",20,1,2020-07-17
"Curry",9,0,2020-07-17
"Deschutes",328,1,2020-07-17
"Douglas",78,1,2020-07-17
"Gilliam",2,0,2020-07-17
"Grant",1,0,2020-07-17
"Harney",2,0,2020-07-17
"Hood River",116,0,2020-07-17
"Jackson",215,0,2020-07-17
"Jefferson",184,0,2020-07-17
"Josephine",66,1,2020-07-17
"Klamath",146,1,2020-07-17
"Lake",24,0,2020-07-17
"Lane",346,3,2020-07-17
"Lincoln",365,7,2020-07-17
"Linn",193,10,2020-07-17
"Malheur",473,5,2020-07-17
"Marion",2063,57,2020-07-17
"Morrow",176,1,2020-07-17
"Multnomah",3285,74,2020-07-17
"Polk",193,12,2020-07-17
"Sherman",5,0,2020-07-17
"Tillamook",22,0,2020-07-17
"Umatilla",1227,9,2020-07-17
"Union",379,2,2020-07-17
"Wallowa",15,0,2020-07-17
"Wasco",124,3,2020-07-17
"Washington",2105,21,2020-07-17
"Wheeler",0,0,2020-07-17
"Yamhill",222,9,2020-07-17
"Baker",16,0,2020-07-22
"Benton",132,6,2020-07-22
"Clackamas",1181,33,2020-07-22
"Clatsop",68,0,2020-07-22
"Columbia",63,0,2020-07-22
"Coos",73,0,2020-07-22
"Crook",30,1,2020-07-22
"Curry",11,0,2020-07-22
"Deschutes",387,1,2020-07-22
"Douglas",92,1,2020-07-22
"Gilliam",2,0,2020-07-22
"Grant",2,0,2020-07-22
"Harney",5,0,2020-07-22
"Hood River",139,0,2020-07-22
"Jackson",257,0,2020-07-22
"Jefferson",219,0,2020-07-22
"Josephine",75,1,2020-07-22
"Klamath",162,1,2020-07-22
"Lake",30,0,2020-07-22
"Lane",407,3,2020-07-22
"Lincoln",373,8,2020-07-22
"Linn",204,10,2020-07-22
"Malheur",530,6,2020-07-22
"Marion",2238,62,2020-07-22
"Morrow",208,1,2020-07-22
"Multnomah",3678,76,2020-07-22
"Polk",212,12,2020-07-22
"Sherman",8,0,2020-07-22
"Tillamook",23,0,2020-07-22
"Umatilla",1462,12,2020-07-22
"Union",385,2,2020-07-22
"Wallowa",18,1,2020-07-22
"Wasco",132,3,2020-07-22
"Washington",2319,22,2020-07-22
"Wheeler",0,0,2020-07-22
"Yamhill",252,9,2020-07-22
"Baker",16,0,2020-07-23
"Benton",132,6,2020-07-23
"Clackamas",1201,33,2020-07-23
"Clatsop",68,0,2020-07-23
"Columbia",66,0,2020-07-23
"Coos",76,0,2020-07-23
"Crook",29,1,2020-07-23
"Curry",11,0,2020-07-23
"Deschutes",405,1,2020-07-23
"Douglas",105,1,2020-07-23
"Gilliam",2,0,2020-07-23
"Grant",2,0,2020-07-23
"Harney",5,0,2020-07-23
"Hood River",140,0,2020-07-23
"Jackson",265,0,2020-07-23
"Jefferson",222,0,2020-07-23
"Josephine",78,1,2020-07-23
"Klamath",175,1,2020-07-23
"Lake",31,0,2020-07-23
"Lane",419,3,2020-07-23
"Lincoln",378,8,2020-07-23
"Linn",207,10,2020-07-23
"Malheur",539,6,2020-07-23
"Marion",2277,63,2020-07-23
"Morrow",212,1,2020-07-23
"Multnomah",3743,76,2020-07-23
"Polk",225,12,2020-07-23
"Sherman",8,0,2020-07-23
"Tillamook",24,0,2020-07-23
"Umatilla",1503,13,2020-07-23
"Union",385,2,2020-07-23
"Wallowa",18,1,2020-07-23
"Wasco",138,3,2020-07-23
"Washington",2352,22,2020-07-23
"Wheeler",0,0,2020-07-23
"Yamhill",256,9,2020-07-23
"Baker",17,0,2020-07-24
"Benton",132,6,2020-07-24
"Clackamas",1227,34,2020-07-24
"Clatsop",68,0,2020-07-24
"Columbia",67,0,2020-07-24
"Coos",76,0,2020-07-24
"Crook",30,1,2020-07-24
"Curry",13,0,2020-07-24
"Deschutes",419,3,2020-07-24
"Douglas",111,1,2020-07-24
"Gilliam",3,0,2020-07-24
"Grant",2,0,2020-07-24
"Harney",5,0,2020-07-24
"Hood River",144,0,2020-07-24
"Jackson",269,0,2020-07-24
"Jefferson",244,0,2020-07-24
"Josephine",79,1,2020-07-24
"Klamath",177,1,2020-07-24
"Lake",31,0,2020-07-24
"Lane",435,3,2020-07-24
"Lincoln",377,8,2020-07-24
"Linn",215,10,2020-07-24
